훈련과정 ID,회차,만족도(5점),대표값출처,수강인원,평가인원,평가참여율,추천인원,추천응답인원,전반적 만족도,경력개발지원,과제 및 피드백,교강사,프로젝트 학습,훈련과정 편성 및 운영,훈련과정 현장지향성,훈련환경 및 장비,개인성과,과정성과,훈련과정 실무연계성,평가 및 피드백
AIG20210000313678,8,4.2,전반적 만족도,50,44,88,39,44,4.2,4.3,4.2,4.1,4.3,4.2,4.2,4.2,4.17,4.1,4.3,
AIG20210000313687,4,3.3,전반적 만족도,50,38,76,20,38,3.3,3.5,3.5,3.7,3.7,3.4,3.7,3.5,3.57,3.1,3.7,
AIG20210000313687,5,3.7,전반적 만족도,20,8,40,4,8,3.7,3.9,4.0,4.2,4.3,3.7,3.9,3.6,3.9,3.7,5.0,
AIG20210000313688,4,4.0,전반적 만족도,49,38,77.6,28,38,4.0,4.0,3.8,4.1,4.2,3.9,4.2,4.3,4.1,3.9,3.9,
AIG20210000313691,7,3.7,전반적 만족도,16,15,93.8,12,15,3.7,3.3,3.9,4.2,3.7,3.6,3.9,4.0,3.8,3.7,0.7,
AIG20210000313691,8,4.8,전반적 만족도,19,16,84.2,15,16,4.8,4.6,4.5,4.6,4.5,4.6,4.7,4.5,4.5,4.5,5.0,
AIG20210000313694,4,3.6,전반적 만족도,2,1,50,1,1,3.6,2.9,4.3,4.3,4.3,4.1,4.3,3.2,3.83,2.9,,
AIG20210000314411,11,4.0,전반적 만족도,17,13,76.5,11,13,4.0,2.7,4.1,4.3,4.0,3.9,4.1,4.3,3.6,3.5,,
AIG20210000314412,7,4.4,전반적 만족도,17,16,94.1,14,16,4.4,4.2,4.2,4.5,4.0,4.4,4.3,4.4,4.13,4.2,5.0,
AIG20210000314412,8,3.7,전반적 만족도,28,22,78.6,16,22,3.7,3.7,3.8,3.9,3.5,3.8,3.8,3.2,3.93,3.6,3.6,
AIG20210000314412,9,4.7,전반적 만족도,30,27,90,27,27,4.7,4.6,4.7,4.8,4.7,4.7,4.7,4.7,4.57,4.7,,
AIG20210000314412,10,4.2,전반적 만족도,29,21,72.4,18,21,4.2,4.3,4.3,4.5,4.4,4.3,4.4,4.3,4.3,4.2,,
AIG20210000314412,11,5.0,전반적 만족도,28,24,85.7,24,24,5.0,4.9,5.0,5.0,5.0,5.0,5.0,4.9,4.9,5.0,,
AIG20210000314413,7,4.4,전반적 만족도,16,11,68.8,9,11,4.4,4.4,4.4,4.3,4.3,4.4,4.4,4.1,4.43,4.3,,
AIG20210000314413,8,4.5,전반적 만족도,18,13,72.2,13,13,4.5,4.1,4.3,4.6,4.3,4.5,4.7,4.1,4.3,4.3,2.9,
AIG20210000314413,9,4.7,전반적 만족도,24,18,75,18,18,4.7,4.5,4.7,4.8,4.6,4.6,4.6,4.4,4.6,4.7,5.0,
AIG20210000314413,10,3.4,전반적 만족도,23,23,100,22,23,3.4,3.1,3.6,3.6,3.6,3.3,3.6,3.1,3.53,3.5,,
AIG20210000314413,11,4.5,전반적 만족도,19,11,57.9,11,11,4.5,4.4,4.3,4.5,4.3,4.4,4.2,4.3,4.43,4.5,5.0,
AIG20210000314414,3,4.6,전반적 만족도,11,5,45.5,5,5,4.6,4.3,4.9,4.9,4.6,4.6,4.6,4.7,4.6,4.7,,
AIG20210000314417,3,5.0,전반적 만족도,14,7,50,7,7,5.0,4.8,5.0,5.0,4.9,5.0,5.0,5.0,4.73,4.8,5.0,
AIG20210000314418,3,5.0,전반적 만족도,9,8,88.9,8,8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
AIG20210000314418,4,5.0,전반적 만족도,10,9,90,9,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
AIG20210000314421,5,4.5,전반적 만족도,11,10,90.9,9,10,4.5,4.2,4.3,4.4,4.0,4.1,4.2,3.0,4.13,4.0,5.0,
AIG20210000314421,6,4.7,전반적 만족도,9,8,88.9,7,8,4.7,4.6,4.7,4.7,4.5,4.7,4.6,4.0,4.63,4.7,5.0,
AIG20210000314421,8,3.6,전반적 만족도,8,6,75,5,6,3.6,3.8,3.8,3.9,3.8,4.0,3.9,3.6,3.63,3.3,,
AIG20210000314421,10,5.0,전반적 만족도,6,3,50,3,3,5.0,5.0,5.0,5.0,4.8,4.9,5.0,4.5,4.53,4.3,,
AIG20210000314423,4,3.9,전반적 만족도,6,5,83.3,3,5,3.9,3.7,4.1,3.9,4.0,4.0,4.3,4.1,3.97,3.4,,
AIG20210000314424,6,4.1,전반적 만족도,11,8,72.7,7,8,4.1,4.5,4.3,4.6,4.2,4.4,4.4,4.6,4.53,4.6,4.3,
AIG20210000314425,6,4.0,전반적 만족도,7,5,71.4,5,5,4.0,4.4,3.7,4.0,3.9,3.7,4.1,4.0,3.77,3.7,,
AIG20210000314430,3,3.7,전반적 만족도,12,8,66.7,4,8,3.7,3.9,3.8,4.1,4.0,3.6,3.8,3.9,3.07,3.5,,
AIG20210000314432,3,4.3,전반적 만족도,19,16,84.2,16,16,4.3,3.9,4.1,4.2,4.1,4.0,4.3,4.4,4.07,4.3,3.6,
AIG20210000314436,3,3.4,전반적 만족도,24,11,45.8,6,11,3.4,3.2,3.5,3.4,3.5,3.2,3.4,2.9,3.33,3.1,,
AIG20210000314437,3,4.6,전반적 만족도,21,15,71.4,15,15,4.6,4.6,4.6,4.6,4.5,4.6,4.7,4.6,4.43,4.6,4.6,
AIG20210000314440,5,4.6,전반적 만족도,22,21,95.5,21,21,4.6,4.4,4.7,4.7,4.7,4.5,4.6,4.4,4.57,4.5,5.0,
AIG20210000314440,6,4.7,전반적 만족도,14,11,78.6,11,11,4.7,4.0,4.5,4.6,4.5,4.5,4.5,4.4,4.27,4.1,,
AIG20210000314445,5,4.1,전반적 만족도,21,17,81,14,17,4.1,3.9,4.3,4.6,4.2,4.1,4.0,3.9,4.2,4.1,3.9,
AIG20210000314446,5,3.6,전반적 만족도,19,14,73.7,10,14,3.6,3.4,3.9,3.8,3.8,3.7,3.7,3.8,3.9,3.4,,
AIG20210000314447,4,4.1,전반적 만족도,18,16,88.9,12,16,4.1,4.1,4.1,4.3,4.3,4.2,4.2,4.2,4.03,4.0,3.9,
AIG20210000314466,24,4.6,전반적 만족도,23,16,69.6,16,16,4.6,4.5,4.6,4.5,4.7,4.5,4.6,4.5,4.47,4.2,4.3,
AIG20210000314466,25,3.1,전반적 만족도,23,18,78.3,10,18,3.1,3.8,3.2,3.4,3.7,3.6,3.6,3.7,3.47,3.0,2.9,
AIG20210000314466,26,3.5,전반적 만족도,23,19,82.6,12,19,3.5,3.9,3.6,3.3,3.9,3.5,3.6,3.9,3.6,3.1,3.6,
AIG20210000314466,27,3.7,전반적 만족도,20,14,70,9,14,3.7,3.9,3.6,3.5,3.9,3.7,3.6,4.0,3.37,3.1,4.3,
AIG20210000314466,28,3.8,전반적 만족도,27,19,70.4,14,19,3.8,3.8,4.0,4.0,4.0,3.9,4.0,4.0,3.53,3.4,3.9,
AIG20210000314466,29,4.2,전반적 만족도,22,16,72.7,14,16,4.2,3.8,4.1,4.1,4.2,4.2,4.3,4.2,4.07,3.8,3.6,
AIG20210000314466,30,4.2,전반적 만족도,22,19,86.4,14,19,4.2,4.0,4.0,4.1,4.1,4.0,4.1,4.0,3.83,3.8,4.3,
AIG20210000314466,31,3.2,전반적 만족도,18,14,77.8,4,14,3.2,3.0,3.1,3.0,3.4,3.1,3.5,2.9,3.2,2.4,2.5,
AIG20210000314466,32,4.3,전반적 만족도,27,22,81.5,19,22,4.3,4.4,4.4,4.7,4.5,4.3,4.3,4.2,4.2,4.0,4.6,
AIG20210000314466,33,3.4,전반적 만족도,19,13,68.4,7,13,3.4,3.2,3.5,3.4,3.6,3.3,3.7,3.7,3.13,3.1,3.3,
AIG20210000314466,34,4.5,전반적 만족도,27,21,77.8,19,21,4.5,4.4,4.3,4.5,4.5,4.5,4.5,4.5,4.33,4.3,4.3,
AIG20210000314472,21,3.9,전반적 만족도,32,21,65.6,17,21,3.9,3.9,3.7,3.7,3.8,3.8,4.1,3.7,4.0,3.4,4.0,
AIG20210000314472,22,4.6,전반적 만족도,16,11,68.8,11,11,4.6,4.5,4.4,4.6,4.6,4.6,4.6,4.6,4.53,4.5,4.6,
AIG20210000314472,23,4.1,전반적 만족도,17,10,58.8,9,10,4.1,4.0,4.3,4.0,4.3,4.2,4.1,4.0,4.17,4.1,4.5,
AIG20210000314479,6,4.8,전반적 만족도,60,54,90,54,54,4.8,4.7,4.9,4.9,4.9,4.8,4.9,4.8,4.73,4.7,4.5,
AIG20210000314479,7,4.7,전반적 만족도,30,27,90,27,27,4.7,4.3,4.7,4.6,4.7,4.6,4.6,4.4,4.7,4.5,5.0,
AIG20210000314480,6,4.7,전반적 만족도,60,51,85,51,51,4.7,4.6,4.7,4.8,4.8,4.7,4.7,4.7,4.57,4.3,4.7,
AIG20210000314480,7,4.8,전반적 만족도,27,26,96.3,26,26,4.8,4.7,4.8,4.9,4.9,4.7,4.9,4.7,4.8,4.8,3.9,
AIG20210000314480,8,4.5,전반적 만족도,28,26,92.9,23,26,4.5,4.4,4.5,4.6,4.6,4.4,4.5,4.3,4.43,4.2,,
AIG20210000320474,5,4.1,전반적 만족도,32,25,78.1,21,25,4.1,3.8,4.4,4.3,4.5,4.1,4.1,4.4,4.03,3.7,4.1,
AIG20210000320474,6,4.3,전반적 만족도,20,11,55,8,11,4.3,2.9,3.6,3.9,3.6,3.6,3.6,3.6,3.47,3.4,,
AIG20210000320882,5,3.9,전반적 만족도,28,25,89.3,23,25,3.9,3.8,4.0,4.0,3.9,3.8,3.9,4.0,3.73,3.7,4.0,
AIG20210000320882,6,3.9,전반적 만족도,14,12,85.7,10,12,3.9,3.8,4.0,4.0,3.9,3.9,3.8,4.0,3.83,3.9,4.3,
AIG20210000320939,5,4.3,전반적 만족도,19,15,78.9,13,15,4.3,4.0,4.1,4.1,4.2,4.0,3.8,4.0,4.1,3.7,3.6,
AIG20210000320939,6,3.52,항목평균(전반적 만족도 없음),14,11,78.6,10,11,,,,,,,,,3.57,3.4,,
AIG20210000328538,3,4.0,전반적 만족도,19,15,78.9,11,15,4.0,4.7,4.0,4.4,4.0,4.0,3.7,4.1,4.13,3.9,3.9,
AIG20210000328538,4,4.1,전반적 만족도,19,14,73.7,9,14,4.1,4.0,4.0,4.4,4.3,4.2,4.1,3.9,4.17,3.6,4.3,
AIG20210000328538,5,4.8,전반적 만족도,13,10,76.9,10,10,4.8,4.7,4.7,4.9,4.8,4.8,4.8,4.7,4.73,4.9,5.0,
AIG20210000328542,5,4.2,전반적 만족도,22,18,81.8,15,18,4.2,4.0,4.2,4.1,4.3,4.0,4.4,3.5,4.07,3.9,3.9,
AIG20210000328542,6,3.2,전반적 만족도,21,15,71.4,12,15,3.2,3.3,3.3,3.4,3.5,3.5,3.5,3.7,3.37,3.2,,
AIG20210000328544,3,4.1,전반적 만족도,15,12,80,11,12,4.1,4.0,4.2,4.8,4.2,4.0,4.1,4.0,3.67,4.1,5.0,
AIG20210000328549,4,4.5,전반적 만족도,21,10,47.6,9,10,4.5,4.4,4.5,4.6,4.5,4.6,4.6,4.6,4.47,4.6,,
AIG20210000328549,5,4.5,전반적 만족도,14,11,78.6,11,11,4.5,4.6,4.5,4.5,4.5,4.4,4.6,4.5,4.6,4.7,,
AIG20210000328549,6,4.0,전반적 만족도,13,10,76.9,8,10,4.0,4.0,4.3,4.3,4.1,3.9,4.0,4.1,4.13,3.9,4.3,
AIG20210000328549,7,3.6,전반적 만족도,13,5,38.5,4,5,3.6,2.1,3.3,3.6,3.2,3.7,3.4,3.8,2.77,2.9,,
AIG20210000328550,5,4.7,전반적 만족도,31,28,90.3,26,28,4.7,4.2,4.8,4.9,4.7,4.7,4.8,4.7,4.57,4.7,4.8,
AIG20210000328550,6,3.8,전반적 만족도,11,8,72.7,7,8,3.8,3.9,3.6,3.5,3.5,3.7,3.7,4.1,4.03,4.0,3.6,
AIG20210000328550,7,4.6,전반적 만족도,14,13,92.9,12,13,4.6,4.6,4.5,4.6,4.5,4.6,4.4,4.6,4.47,4.5,5.0,
AIG20210000328550,8,2.8,전반적 만족도,22,19,86.4,15,19,2.8,3.2,3.4,2.5,3.0,3.0,2.7,3.7,3.23,2.9,2.9,
AIG20210000328550,9,3.3,전반적 만족도,20,18,90,11,18,3.3,3.7,3.4,3.5,3.3,3.4,3.4,3.8,3.33,3.2,2.1,
AIG20210000328550,10,4.0,전반적 만족도,16,13,81.3,11,13,4.0,4.1,3.9,4.1,3.9,3.9,4.0,3.8,4.1,3.7,,
AIG20210000328550,11,4.7,전반적 만족도,24,23,95.8,22,23,4.7,4.5,4.5,4.8,4.5,4.5,4.7,4.7,4.6,4.6,5.0,
AIG20210000328552,3,3.8,전반적 만족도,16,14,87.5,9,14,3.8,3.4,3.8,4.2,3.9,3.5,3.8,3.5,3.57,3.4,5.0,
AIG20210000328552,4,4.8,전반적 만족도,14,11,78.6,11,11,4.8,4.7,4.7,4.7,4.6,4.7,5.0,4.6,4.57,4.7,4.3,
AIG20210000328553,4,4.8,전반적 만족도,20,17,85,16,17,4.8,4.7,4.9,4.9,4.9,4.8,4.9,4.7,4.77,4.8,5.0,
AIG20210000328553,5,4.1,전반적 만족도,19,13,68.4,11,13,4.1,3.9,4.2,4.2,4.1,4.0,3.9,4.1,4.03,4.1,5.0,
AIG20210000328553,6,4.7,전반적 만족도,23,17,73.9,17,17,4.7,4.5,4.9,4.8,4.8,4.7,4.9,4.6,4.7,4.9,,
AIG20210000328553,7,3.2,전반적 만족도,12,8,66.7,5,8,3.2,4.0,3.4,3.6,2.9,3.5,3.5,3.9,3.43,3.3,,
AIG20210000328555,6,3.7,전반적 만족도,12,8,66.7,5,8,3.7,3.3,3.8,4.0,3.8,3.8,3.8,4.0,3.57,3.3,,
AIG20210000328557,9,4.6,전반적 만족도,20,15,75,14,15,4.6,4.6,4.6,4.6,4.6,4.5,4.7,4.4,4.47,4.2,4.3,
AIG20210000328564,4,4.4,전반적 만족도,7,6,85.7,6,6,4.4,4.3,4.5,4.5,4.5,4.5,4.4,4.5,4.13,4.2,,
AIG20210000328565,8,4.3,전반적 만족도,34,28,82.4,25,28,4.3,4.3,4.2,4.5,4.5,4.4,4.2,4.1,4.43,4.0,4.2,
AIG20210000328565,9,4.3,전반적 만족도,39,29,74.4,27,29,4.3,4.4,4.4,4.5,4.5,4.4,4.6,4.5,4.43,4.3,4.0,
AIG20210000328565,10,4.3,전반적 만족도,28,25,89.3,21,25,4.3,4.3,4.2,4.5,4.4,4.2,3.9,4.3,4.3,3.8,4.0,
AIG20210000328565,11,4.4,전반적 만족도,24,16,66.7,15,16,4.4,4.0,4.3,4.5,4.4,4.2,4.0,4.4,4.3,4.1,5.0,
AIG20210000328565,12,4.6,전반적 만족도,33,29,87.9,28,29,4.6,4.6,4.6,4.6,4.6,4.5,4.4,4.6,4.5,4.6,4.4,
AIG20210000328565,13,3.9,전반적 만족도,22,12,54.5,10,12,3.9,3.3,3.8,4.2,4.1,3.9,4.1,2.8,4.17,3.9,3.9,
AIG20210000328571,10,3.9,전반적 만족도,49,43,87.8,29,43,3.9,3.8,3.8,4.2,4.0,3.9,4.1,3.9,3.93,3.2,3.7,
AIG20210000328571,11,4.0,전반적 만족도,96,76,79.2,66,76,4.0,3.9,4.0,4.2,4.2,4.0,4.1,3.8,4.0,3.4,3.9,
AIG20210000328572,9,4.1,전반적 만족도,81,62,76.5,58,62,4.1,4.2,4.2,4.2,4.3,4.2,4.1,4.2,4.2,3.5,4.3,
AIG20210000328592,4,3.0,전반적 만족도,22,20,90.9,9,20,3.0,3.0,3.0,2.8,3.1,3.1,3.6,3.2,3.03,3.0,2.9,
AIG20210000328592,6,3.8,전반적 만족도,16,13,81.3,9,13,3.8,3.6,3.9,4.0,4.0,4.0,4.0,4.1,3.87,3.9,4.3,
AIG20210000328592,7,4.5,전반적 만족도,13,6,46.2,5,6,4.5,3.8,4.0,4.0,4.2,4.1,4.5,3.8,4.37,4.3,,
AIG20210000328592,8,4.3,전반적 만족도,12,11,91.7,10,11,4.3,4.2,4.2,4.4,4.2,4.1,4.4,4.1,3.9,4.1,,
AIG20210000328592,9,4.4,전반적 만족도,15,6,40,5,6,4.4,4.0,4.7,5.0,4.9,4.7,4.8,4.0,4.67,4.4,,
AIG20210000328592,10,4.8,전반적 만족도,12,8,66.7,8,8,4.8,4.8,4.9,5.0,4.9,4.9,4.8,4.8,4.83,4.8,,
AIG20210000328593,7,4.7,전반적 만족도,16,14,87.5,14,14,4.7,4.6,4.8,4.9,4.8,4.7,4.7,4.8,4.37,4.5,,
AIG20210000328598,4,4.1,전반적 만족도,14,10,71.4,7,10,4.1,4.1,4.2,4.6,4.3,4.0,3.9,3.4,4.1,4.1,,
AIG20210000328599,3,4.5,전반적 만족도,10,10,100,9,10,4.5,4.8,4.8,4.8,4.8,4.7,4.6,4.5,4.37,4.4,,
AIG20210000328599,4,4.8,전반적 만족도,8,7,87.5,7,7,4.8,4.6,4.8,4.8,4.8,4.8,4.6,4.7,4.9,4.6,5.0,
AIG20210000328599,5,5.0,전반적 만족도,17,17,100,17,17,5.0,4.8,4.9,4.9,5.0,4.9,5.0,4.7,4.9,4.9,5.0,
AIG20210000328599,6,4.8,전반적 만족도,13,12,92.3,11,12,4.8,4.8,5.0,4.9,4.9,4.7,4.9,4.3,4.9,4.9,5.0,
AIG20210000328610,5,4.2,전반적 만족도,12,12,100,11,12,4.2,3.8,4.5,4.6,4.5,4.4,4.3,4.5,3.7,3.9,,
AIG20210000328610,6,4.4,전반적 만족도,10,9,90,9,9,4.4,4.2,4.2,4.3,4.0,4.2,4.2,4.4,4.3,4.4,5.0,
AIG20210000328610,7,4.3,전반적 만족도,22,13,59.1,13,13,4.3,4.1,4.0,4.1,4.1,4.2,3.9,4.5,3.67,4.0,4.3,
AIG20210000328610,8,4.6,전반적 만족도,10,7,70,7,7,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.6,4.43,4.6,5.0,
AIG20210000328612,7,4.5,전반적 만족도,24,14,58.3,13,14,4.5,4.3,4.7,4.6,4.6,4.6,4.7,4.8,4.5,4.4,4.6,
AIG20210000328612,8,4.6,전반적 만족도,17,10,58.8,8,10,4.6,4.3,4.4,4.5,4.4,4.4,4.6,4.4,4.33,4.4,5.0,
AIG20210000328612,9,4.4,전반적 만족도,23,18,78.3,15,18,4.4,3.5,4.4,4.4,4.0,4.3,4.4,4.5,4.13,4.1,5.0,
AIG20210000328612,10,3.5,전반적 만족도,23,15,65.2,10,15,3.5,4.1,3.8,3.6,3.7,3.7,3.8,4.6,3.47,3.4,2.9,
AIG20210000328661,3,4.6,전반적 만족도,18,17,94.4,17,17,4.6,4.0,4.5,4.8,4.5,4.3,4.6,4.2,4.3,4.6,5.0,
AIG20210000328661,4,1.9,전반적 만족도,12,8,66.7,3,8,1.9,3.5,2.5,2.3,2.8,2.6,3.0,3.9,2.13,2.2,2.9,
AIG20210000328661,5,4.8,전반적 만족도,17,15,88.2,14,15,4.8,4.7,4.8,4.8,4.7,4.6,4.7,4.6,4.5,4.7,5.0,
AIG20210000328661,6,2.5,전반적 만족도,11,9,81.8,3,9,2.5,3.1,2.4,2.3,2.3,2.6,2.3,2.9,2.67,2.2,3.1,
AIG20210000328661,7,4.8,전반적 만족도,23,15,65.2,15,15,4.8,4.8,4.8,4.9,4.9,4.8,4.8,4.7,4.87,5.0,4.3,
AIG20210000328661,8,5.0,전반적 만족도,28,22,78.6,22,22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
AIG20210000328661,9,4.3,전반적 만족도,20,16,80,13,16,4.3,4.2,4.2,4.4,4.2,4.2,4.5,4.0,4.17,4.2,3.9,
AIG20210000328661,10,5.0,전반적 만족도,18,14,77.8,14,14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,5.0,
AIG20210000328686,5,4.3,전반적 만족도,30,26,86.7,24,26,4.3,4.0,4.3,4.6,4.4,4.4,4.4,4.5,4.0,4.1,4.6,
AIG20210000328686,6,2.3,전반적 만족도,29,21,72.4,8,21,2.3,3.4,2.7,2.9,2.8,2.5,2.8,3.4,2.43,2.4,3.8,
AIG20210000328686,7,3.1,전반적 만족도,21,14,66.7,9,14,3.1,3.4,3.5,3.8,3.2,3.4,3.4,4.1,3.23,2.9,2.5,
AIG20210000328686,8,4.4,전반적 만족도,25,25,100,22,25,4.4,4.5,4.5,4.6,4.5,4.4,4.6,4.5,4.33,4.3,3.6,
AIG20210000328686,9,5.0,전반적 만족도,30,23,76.7,23,23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.93,5.0,5.0,
AIG20210000328686,10,4.1,전반적 만족도,16,13,81.3,11,13,4.1,4.5,4.3,4.3,4.3,4.2,4.1,4.5,4.2,4.2,4.3,
AIG20210000328686,11,4.6,전반적 만족도,18,18,100,18,18,4.6,4.2,4.6,4.9,4.8,4.6,4.6,4.5,4.37,4.5,4.6,
AIG20210000328686,12,4.1,전반적 만족도,22,21,95.5,19,21,4.1,4.4,4.1,4.4,4.2,4.2,4.2,4.3,4.17,4.1,3.6,
AIG20210000328731,8,3.7,전반적 만족도,29,29,100,20,29,3.7,3.7,3.7,4.1,4.0,3.7,3.7,3.5,3.7,3.4,,
AIG20210000328731,9,4.2,전반적 만족도,19,14,73.7,13,14,4.2,4.3,4.3,4.4,4.4,4.2,4.2,4.2,4.17,4.1,3.9,
AIG20210000328731,10,4.6,전반적 만족도,16,15,93.8,14,15,4.6,4.5,4.5,4.6,4.7,4.4,4.6,4.0,4.63,4.5,5.0,
AIG20210000328737,7,4.0,전반적 만족도,19,16,84.2,15,16,4.0,4.4,4.3,3.9,4.0,4.3,4.3,4.2,4.47,4.2,,
AIG20210000328737,8,4.0,전반적 만족도,16,11,68.8,9,11,4.0,3.9,4.0,4.3,4.0,4.1,3.9,4.1,4.1,4.1,4.3,
AIG20210000328737,9,4.6,전반적 만족도,15,12,80,10,12,4.6,4.7,4.7,4.7,4.5,4.7,4.7,4.6,4.67,4.6,,
AIG20210000328737,10,4.2,전반적 만족도,9,7,77.8,7,7,4.2,3.9,3.9,4.2,3.7,4.0,4.1,3.7,4.07,3.9,,
AIG20210000328737,11,4.8,전반적 만족도,17,9,52.9,8,9,4.8,4.6,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,5.0,
AIG20210000328737,12,4.4,전반적 만족도,22,20,90.9,19,20,4.4,4.4,4.4,4.6,4.4,4.4,4.5,4.3,4.27,4.4,5.0,
AIG20210000328737,13,3.2,전반적 만족도,15,13,86.7,7,13,3.2,3.5,3.5,3.3,3.4,3.5,3.6,3.2,3.53,3.4,,
AIG20210000328738,3,4.6,전반적 만족도,18,15,83.3,12,15,4.6,4.6,4.6,4.6,4.7,4.7,4.8,4.6,4.7,4.5,3.2,
AIG20210000328738,4,4.5,전반적 만족도,12,11,91.7,9,11,4.5,4.6,4.4,4.9,4.9,4.4,4.5,4.8,4.47,4.4,,
AIG20210000328738,5,4.4,전반적 만족도,14,6,42.9,5,6,4.4,4.0,4.4,4.4,4.3,4.2,4.3,3.8,3.9,4.0,5.0,
AIG20210000328738,6,5.0,전반적 만족도,13,6,46.2,6,6,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.93,4.9,5.0,
AIG20210000328759,3,5.0,전반적 만족도,29,22,75.9,22,22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
AIG20210000328759,4,4.7,전반적 만족도,30,27,90,22,27,4.7,4.7,4.7,4.9,4.8,4.7,4.8,4.7,4.63,4.7,4.8,
AIG20210000328759,5,4.8,전반적 만족도,30,26,86.7,25,26,4.8,4.6,4.8,4.8,4.8,4.8,4.9,4.8,4.8,4.8,4.1,
AIG20210000328759,6,5.0,전반적 만족도,16,16,100,16,16,5.0,4.8,4.9,4.9,4.9,4.7,4.8,4.9,4.7,4.9,5.0,
AIG20210000328759,10,3.8,전반적 만족도,21,16,76.2,10,16,3.8,4.0,3.8,3.9,3.9,3.8,3.6,4.0,3.83,3.8,5.0,
AIG20210000328760,2,3.2,전반적 만족도,8,7,87.5,3,7,3.2,2.9,3.3,3.4,3.0,3.2,3.5,3.8,3.17,2.4,2.9,
AIG20210000328770,2,4.5,전반적 만족도,17,14,82.4,14,14,4.5,4.3,4.5,4.5,4.7,4.3,4.6,4.4,4.4,4.5,,
AIG20210000328770,5,5.0,전반적 만족도,7,2,28.6,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
AIG20210000328771,2,4.4,전반적 만족도,13,7,53.8,6,7,4.4,4.5,4.4,4.3,4.4,4.4,4.4,4.5,4.7,4.5,,
AIG20210000328771,3,3.8,전반적 만족도,15,10,66.7,8,10,3.8,3.4,3.5,4.2,3.4,3.6,3.5,3.0,3.7,3.2,2.9,
AIG20210000328802,4,4.5,전반적 만족도,24,17,70.8,16,17,4.5,4.3,4.5,4.7,4.4,4.6,4.3,4.4,4.4,4.3,5.0,
AIG20210000328802,5,4.4,전반적 만족도,13,11,84.6,11,11,4.4,4.4,4.4,4.5,4.4,4.3,4.6,4.2,4.47,4.4,2.1,
AIG20210000328802,6,4.2,전반적 만족도,20,15,75,15,15,4.2,3.9,4.1,4.3,4.0,4.4,4.3,4.2,3.97,4.1,,
AIG20210000328802,7,4.8,전반적 만족도,19,17,89.5,16,16,4.8,4.7,4.8,4.9,4.9,4.7,4.8,4.6,4.57,4.5,,
AIG20210000328802,8,3.8,전반적 만족도,28,24,85.7,21,24,3.8,3.6,3.5,3.8,3.8,3.8,4.0,4.0,3.8,3.8,5.0,
AIG20210000328802,9,4.6,전반적 만족도,29,26,89.7,24,26,4.6,4.0,4.8,4.8,4.6,4.7,4.7,4.6,4.4,4.6,,
AIG20210000328802,10,3.6,전반적 만족도,19,16,84.2,10,16,3.6,3.3,3.5,3.5,3.4,3.6,3.5,3.5,3.3,3.3,5.0,
AIG20210000328805,8,4.6,전반적 만족도,30,30,100,28,30,4.6,4.7,4.8,4.9,4.8,4.6,4.7,4.6,4.57,4.5,,
AIG20210000328805,9,4.6,전반적 만족도,29,28,96.6,27,28,4.6,4.4,4.5,4.6,4.6,4.5,4.5,4.5,4.37,4.3,5.0,
AIG20210000328805,10,4.9,전반적 만족도,30,24,80,22,24,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.83,4.8,4.6,
AIG20210000328805,11,4.3,전반적 만족도,25,22,88,20,22,4.3,4.4,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.3,4.3,
AIG20210000328805,12,3.8,전반적 만족도,30,24,80,16,24,3.8,4.2,3.9,4.0,4.1,3.9,3.8,4.4,4.17,3.8,4.3,
AIG20210000328805,13,4.1,전반적 만족도,12,7,58.3,6,7,4.1,4.2,4.1,4.1,4.2,4.1,4.2,4.2,4.2,4.1,,
AIG20210000328827,3,4.7,전반적 만족도,24,23,95.8,23,23,4.7,4.4,4.5,4.8,4.6,4.5,4.6,4.3,4.37,4.7,,
AIG20210000328827,4,4.8,전반적 만족도,21,15,71.4,15,15,4.8,4.6,4.9,4.9,4.7,4.8,4.8,4.7,4.8,4.8,,
AIG20210000328827,5,3.5,전반적 만족도,14,10,71.4,9,10,3.5,3.5,3.6,3.9,3.7,3.6,3.6,3.4,3.23,3.6,,
AIG20210000328828,7,4.6,전반적 만족도,25,23,92,23,23,4.6,4.6,4.7,4.9,4.6,4.7,4.6,4.6,4.6,4.7,5.0,
AIG20210000328828,8,4.3,전반적 만족도,23,17,73.9,14,17,4.3,4.3,4.3,4.4,4.2,4.2,4.5,3.9,4.23,4.4,,
